cve_id,vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity,cloud_component,vulnerability_category
CVE-2020-0674,microsoft,Internet Explorer Scripting Engine,Internet Explorer 9-11 Scripting Engine Memory Corruption Vulnerability,03-11-2021,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer. This CVE ID is unique from CVE-2020-0673, CVE-2020-0710, CVE-2020-0711, CVE-2020-0712, CVE-2020-0713, CVE-2020-0767.",Apply updates per vendor instructions.,03-05-2022,11-02-2020,7.5,CWE-416,NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2021-27059,microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,03-11-2021,"Microsoft Office Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2021-24108, CVE-2021-27057.",Apply updates per vendor instructions.,17-11-2021,11-03-2021,6.8,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,SaaS,Network
CVE-2019-1367,microsoft,Internet Explorer Scripting Engine,Internet Explorer 9-11 Scripting Engine Memory Corruption Vulnerability,03-11-2021,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer. This CVE ID is unique from CVE-2019-1221.,Apply updates per vendor instructions.,03-05-2022,23-09-2019,7.5,CWE-787,NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2017-0199,microsoft,"Windows, Windows Server, Office",Microsoft Office/WordPad Remote Code Execution Vulnerability with Windows API,03-11-2021,"Allows remote attackers to execute arbitrary code via a crafted document, aka ""Microsoft Office/WordPad Remote Code Execution Vulnerability w/Windows API.""",Apply updates per vendor instructions.,03-05-2022,12-04-2017,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,SaaS,Network
CVE-2020-1380,microsoft,Internet Explorer,Scripting Engine Memory Corruption Vulnerability,03-11-2021,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka 'Scripting Engine Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2020-1555, CVE-2020-1570.",Apply updates per vendor instructions.,03-05-2022,17-08-2020,7.5,CWE-787,NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2019-1429,microsoft,Internet Explorer Scripting Engine,Internet Explorer 9-11 Scripting Engine Memory Corruption Vulnerability,03-11-2021,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer. This CVE ID is unique from CVE-2019-1426, CVE-2019-1427, CVE-2019-1428.",Apply updates per vendor instructions.,03-05-2022,12-11-2019,7.5,"CWE-787,CWE-416",NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2017-11774,microsoft,Microsoft Outlook,Microsoft Outlook Security Feature Bypass Vulnerability,03-11-2021,"Allows an attacker to execute arbitrary commands, due to how Microsoft Office handles objects in memory, aka ""Microsoft Outlook Security Feature Bypass Vulnerability.""",Apply updates per vendor instructions.,03-05-2022,13-10-2017,7.8,CWE-119,LOCAL,LOW,HIGH,Management and Governance,Other
CVE-2020-0968,microsoft,Internet Explorer Scripting Engine,Internet Explorer Scripting Engine Memory Corruption Vulnerability,03-11-2021,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer. This CVE ID is unique from CVE-2020-0970.,Apply updates per vendor instructions.,03-05-2022,15-04-2020,7.5,CWE-787,NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2020-1472,microsoft,Netlogon Remote Protocol (MS-NRPC),NetLogon Privilege Escalation Vulnerability,03-11-2021,"A privilege escalation vulnerability exists when an attacker establishes a vulnerable Netlogon secure channel connection to a domain controller, using the Netlogon Remote Protocol (MS-NRPC), aka 'Netlogon Elevation of Privilege Vulnerability'.",Apply updates per vendor instructions.,21-09-2020,17-08-2020,10.0,CWE-330,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2021-26855,microsoft,Microsoft Exchange Server,Microsoft OWA Exchange Control Panel (ECP) Exploit Chain,03-11-2021,"Microsoft Exchange Server Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26857, CVE-2021-26858, CVE-2021-27065, CVE-2021-27078.",Apply updates per vendor instructions.,16-04-2021,03-03-2021,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Application
CVE-2021-26858,microsoft,Microsoft Exchange Server,Microsoft OWA Exchange Control Panel (ECP) Exploit Chain,03-11-2021,"Microsoft Exchange Server Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26855, CVE-2021-26857, CVE-2021-27065, CVE-2021-27078.",Apply updates per vendor instructions.,16-04-2021,03-03-2021,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2021-27065,microsoft,Microsoft Exchange Server,Microsoft OWA Exchange Control Panel (ECP) Exploit Chain,03-11-2021,"Microsoft Exchange Server Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, CVE-2021-27078.",Apply updates per vendor instructions.,16-04-2021,03-03-2021,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2020-1054,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,03-11-2021,A privilege escalation vulnerability exists in Windows when the Windows kernel-mode driver fails to properly handle objects in memory,Apply updates per vendor instructions.,03-05-2022,21-05-2020,7.8,CWE-787,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2021-1675,microsoft,Windows,Microsoft Windows Print Spooler Remote Code Execution Vulnerability,03-11-2021,Windows Print Spooler Privilege Escalation Vulnerability,Apply updates per vendor instructions.,17-11-2021,08-06-2021,8.8,CWE-269,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2021-34448,microsoft,Scripting Engine,Microsoft Scripting Engine Memory Corruption Vulnerability,03-11-2021,Scripting Engine Memory Corruption Vulnerability,Apply updates per vendor instructions.,17-11-2021,16-07-2021,8.8,CWE-787,NETWORK,LOW,HIGH,Management and Governance,Code Execution
CVE-2020-0601,microsoft,Windows CryptoAPI,Microsoft Windows 10 API/ECC Vulnerability,03-11-2021,"A spoofing vulnerability exists in the way Windows CryptoAPI (Crypt32.dll) validates Elliptic Curve Cryptography (ECC) certificates. An attacker could exploit the vulnerability by using a spoofed code-signing certificate to sign a malicious executable, making it appear the file was from a trusted, legitimate source, aka 'Windows CryptoAPI Spoofing Vulnerability'.",Apply updates per vendor instructions.,29-01-2020,14-01-2020,8.1,CWE-295,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2019-0604,microsoft,SharePoint,Microsoft SharePoint Remote Code Execution Vulnerability,03-11-2021,"A remote code execution vulnerability exists in Microsoft SharePoint when the software fails to check the source markup of an application package, aka 'Microsoft SharePoint Remote Code Execution Vulnerability'. This CVE ID is unique from CVE-2019-0594.",Apply updates per vendor instructions.,03-05-2022,05-03-2019,9.8,CWE-20,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2020-0646,microsoft,Microsoft .NET Framework,Microsoft .NET Framework Remote Code Execution Vulnerability,03-11-2021,"A remote code execution vulnerability exists when the Microsoft .NET Framework fails to validate input properly, aka '.NET Framework Remote Code Execution Injection Vulnerability'.",Apply updates per vendor instructions.,03-05-2022,14-01-2020,9.8,CWE-78,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2019-0808,microsoft,Windows,Microsoft Windows 7 win32k.sys Driver Vulnerability,03-11-2021,"A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0797.",Apply updates per vendor instructions.,03-05-2022,09-04-2019,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2021-26857,microsoft,Microsoft Exchange Server,Microsoft Unified Messaging Deserialization Vulnerability,03-11-2021,"Microsoft Exchange Server Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2021-26412, CVE-2021-26854, CVE-2021-26855, CVE-2021-26858, CVE-2021-27065, CVE-2021-27078.",Apply updates per vendor instructions.,16-04-2021,03-03-2021,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Data
CVE-2020-1147,microsoft,"Microsoft .NET Framework, Microsoft SharePoint, Visual Studio","Microsoft .NET Framework, SharePoint Server, and Visual Studio Remote Code Execution Vulnerability",03-11-2021,"A remote code execution vulnerability exists in .NET Framework, Microsoft SharePoint, and Visual Studio when the software fails to check the source markup of XML file input.",Apply updates per vendor instructions.,03-05-2022,14-07-2020,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Network
CVE-2019-1214,microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Vulnerability,03-11-2021,"A privilege escalation vulnerability exists when the Windows Common Log File System (CLFS) driver improperly handles objects in memory, aka 'Windows Common Log File System Driver Elevation of Privilege Vulnerability'.",Apply updates per vendor instructions.,03-05-2022,11-09-2019,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2016-3235,microsoft,Microsoft Visio/Office,Microsoft Visio/Office OLE DLL Side Loading vulnerability,03-11-2021,"Allows local users to gain privileges via a crafted application, aka ""Microsoft Office OLE DLL Side Loading Vulnerability.""",Apply updates per vendor instructions.,03-05-2022,16-06-2016,7.8,CWE-264,LOCAL,LOW,HIGH,SaaS,Application
CVE-2019-0863,microsoft,Windows,Microsoft Windows Error Reporting (WER) Vulnerability,03-11-2021,"A privilege escalation vulnerability exists in the way Windows Error Reporting (WER) handles files, aka 'Windows Error Reporting Elevation of Privilege Vulnerability'.",Apply updates per vendor instructions.,03-05-2022,16-05-2019,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Network
CVE-2021-36955,microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability,03-11-2021,Microsoft Windows Common Log File System Driver contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,17-11-2021,15-09-2021,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2021-38648,microsoft,Microsoft Azure Open Management Infrastructure (OMI),Microsoft Azure Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,03-11-2021,Open Management Infrastructure Privilege Escalation Vulnerability,Apply updates per vendor instructions.,17-11-2021,15-09-2021,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2020-6819,mozilla,nsDocShell destructor,Mozilla Firefox 74 and Firefox ESR 68.6 nsDocShell vulnerability,03-11-2021,"A race condition can cause a use-after-free when running the nsDocShell destructor. This vulnerability affects Thunderbird < 68.7.0, Firefox < 74.0.1, and Firefox ESR < 68.6.1.",Apply updates per vendor instructions.,03-05-2022,24-04-2020,8.1,"CWE-787,CWE-416",NETWORK,HIGH,HIGH,Management and Governance,Code Execution
CVE-2020-6820,mozilla,ReadableStream,Mozilla Firefox 74 and Firefox ESR 68.6 ReadableStream vulnerability,03-11-2021,"A race condition can cause a use-after-free when handling a ReadableStream. This vulnerability affects Thunderbird < 68.7.0, Firefox < 74.0.1, and Firefox ESR < 68.6.1.",Apply updates per vendor instructions.,03-05-2022,24-04-2020,8.1,"CWE-362,CWE-416",NETWORK,HIGH,HIGH,Management and Governance,Other
CVE-2019-17026,mozilla,IonMonkey JIT compiler,Mozilla Firefox IonMonkey JIT compiler Type Confusion Vulnerability,03-11-2021,"Incorrect alias information in IonMonkey JIT compiler for setting array elements could lead to a type confusion. This vulnerability affects Firefox ESR < 68.4.1, Thunderbird < 68.4.1, and Firefox < 72.0.1",Apply updates per vendor instructions.,03-05-2022,02-03-2020,8.8,CWE-843,NETWORK,LOW,HIGH,Management and Governance,Cryptography
CVE-2019-15949,nagios,Nagios XI,Nagios XI Remote Code Execution Vulnerability,03-11-2021,"The exploit requires access to the server as the nagios user, or access as the admin user via the web interface. The getprofile.sh script, invoked by downloading a system profile (profile.php?cmd=download), is executed as root via a passwordless sudo entry; the script executes check_plugin, which is owned by the nagios user",Apply updates per vendor instructions.,03-05-2022,05-09-2019,8.8,CWE-78,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2020-26919,netgear,NETGEAR JGS516PE devices,Netgear ProSAFE Plus JGS516PE Remote Code Execution vulnerability,03-11-2021,NETGEAR JGS516PE devices before 2.6.0.43 are affected by lack of access control at the function level.,Apply updates per vendor instructions.,03-05-2022,09-10-2020,9.8,NVD-CWE-Other,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2019-19356,netis,Netis WF2419,Netis WF2419 Router Tracert Remote Code Execution vulnerability,03-11-2021,Netis WF2419 is vulnerable to authenticated Remote Code Execution (RCE) as root through the router Web management page. The vulnerability has been found in firmware version V1.2.31805 and V2.2.36123,Apply updates per vendor instructions.,03-05-2022,07-02-2020,7.5,CWE-78,NETWORK,HIGH,HIGH,Management and Governance,Network
CVE-2020-2555,oracle,Oracle Coherence,Oracle Coherence Deserialization Remote Code Execution,03-11-2021,Allows unauthenticated attacker with network access via T3 to compromise Oracle Coherence. Successful attacks of this vulnerability can result in takeover of Oracle Coherence,Apply updates per vendor instructions.,03-05-2022,15-01-2020,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Data
CVE-2020-14871,oracle,Oracle Solaris,Oracle Solaris Pluggable Authentication Module vulnerability,03-11-2021,Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Solaris.,Apply updates per vendor instructions.,03-05-2022,21-10-2020,10.0,CWE-787,NETWORK,LOW,CRITICAL,Management and Governance,IAM
CVE-2020-14750,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-2021,Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server.,Apply updates per vendor instructions.,03-05-2022,02-11-2020,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2020-14882,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-2021,Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server.,Apply updates per vendor instructions.,03-05-2022,21-10-2020,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2020-14883,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-2021,Easily exploitable vulnerability allows high privileged attacker with network access via HTTP to compromise Oracle WebLogic Server.,Apply updates per vendor instructions.,03-05-2022,21-10-2020,7.2,NVD-CWE-noinfo,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2020-8644,playsms,PlaySMS,PlaySMS Remote Code Execution Vulnerability,03-11-2021,PlaySMS before 1.4.3 does not sanitize inputs from a malicious string.,Apply updates per vendor instructions.,03-05-2022,05-02-2020,9.8,CWE-74,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2019-18935,progess,ASP.NET AJAX,Progress Telerik UI for ASP.NET deserialization bug,03-11-2021,Contains a .NET deserialization vulnerability in the RadAsyncUpload function that can result in remote code execution.,Apply updates per vendor instructions.,03-05-2022,11-12-2019,9.8,CWE-502,NETWORK,LOW,CRITICAL,Management and Governance,Data
